chr9	8314245	8733946	NM_001171025	0	-	8317873	8733843	0	29	3697,136,155,126,127,179,286,155,120,176,124,98,42,113,161,210,91,260,98,145,134,582,270,111,9,189,142,146,167,	0,5585,17336,24676,26097,26844,27447,61690,62361,74986,90291,122346,122952,135479,146165,151220,156749,169873,170981,190015,193055,203602,207031,210679,213099,214345,319071,322453,419534,
chr9	8314245	8733946	NM_130391	0	-	8317873	8733843	0	31	3697,136,155,126,127,179,286,155,120,176,124,98,113,12,161,210,91,260,98,145,134,582,270,12,111,18,9,189,142,146,167,	0,5585,17336,24676,26097,26844,27447,61690,62361,74986,90291,122346,135479,140334,146165,151220,156749,169873,170981,190015,193055,203602,207031,209267,210679,212381,213099,214345,319071,322453,419534,
chr9	8314245	8733946	NM_130392	0	-	8317873	8733843	0	31	3697,136,155,126,127,179,286,155,120,176,124,98,113,15,161,210,91,260,98,145,134,582,270,12,111,18,9,189,142,146,167,	0,5585,17336,24676,26097,26844,27447,61690,62361,74986,90291,122346,135479,140334,146165,151220,156749,169873,170981,190015,193055,203602,207031,209267,210679,212381,213099,214345,319071,322453,419534,
chr9	16409500	16870786	NM_017637	0	-	16418986	16870646	0	7	10147,1970,236,103,201,126,143,	0,26052,143027,173480,318294,328857,461143,
chr9	33524410	33573001	NM_001244752	0	+	33524487	33572358	0	16	283,115,174,107,138,68,81,71,918,150,113,130,282,212,223,688,	0,4314,4587,9026,9957,12465,16734,18772,23525,26017,31295,33645,41806,42690,44258,47903,
chr9	8314245	10612723	NM_002839	0	-	8317873	8733843	0	46	3697,136,155,126,127,179,286,155,120,176,124,98,113,161,210,91,260,98,588,118,27,194,306,145,134,582,270,12,111,18,9,189,142,146,167,39,60,34,50,39,42,104,73,55,108,36,	0,5585,17336,24676,26097,26844,27447,61690,62361,74986,90291,122346,135479,146165,151220,156749,169873,170981,171516,178616,182996,185401,186508,190015,193055,203602,207031,209267,210679,212381,213099,214345,319071,322453,419534,704451,869058,1083203,1260486,1420287,1452564,1624261,1719472,2026717,2298152,2298442,
chr9	8314245	8733946	NM_130393	0	-	8317873	8733843	0	29	3697,136,155,126,127,179,286,155,120,176,124,98,113,161,210,91,260,101,145,134,582,270,12,111,9,189,142,146,167,	0,5585,17336,24676,26097,26844,27447,61690,62361,74986,90291,122346,135479,146165,151220,156749,169873,170981,190015,193055,203602,207031,209267,210679,213099,214345,319071,322453,419534,
chr9	8314245	8733946	NM_001040712	0	-	8317873	8733843	0	30	3697,136,155,126,127,179,286,155,120,176,124,98,113,12,161,210,91,260,98,145,134,582,270,12,111,18,189,142,146,167,	0,5585,17336,24676,26097,26844,27447,61690,62361,74986,90291,122346,135479,140334,146165,151220,156749,169873,170981,190015,193055,203602,207031,209267,210679,212381,214345,319071,322453,419534,
chr9	117428713	117444369	NM_001199233	0	-	117428922	117434003	0	5	313,132,123,108,55,	0,1772,4949,5286,15601,
chr9	125703287	125867147	NM_012197	0	+	125719338	125865492	0	26	85,199,235,205,175,158,111,67,103,170,175,94,151,114,75,126,144,42,129,93,111,105,84,72,198,1778,	0,16002,43476,45206,48288,49047,55032,55530,56250,57588,69345,74534,79300,124339,129341,132543,133276,135236,135625,148749,149266,156732,157706,158469,160557,162082,
chr9	2015218	2193623	NM_003070	0	+	2029022	2192739	0	34	186,261,130,435,256,127,174,174,171,54,131,58,101,148,164,67,111,243,114,108,87,47,167,164,228,78,219,218,54,106,102,133,143,920,	0,13768,17733,24247,32010,39378,41453,43072,45597,55199,57993,58347,61010,62410,66613,68128,68867,71610,73281,81438,82166,86351,88784,95035,100603,104239,108500,146467,155200,166352,166922,170877,176047,177485,
chr9	2015218	2193623	NM_139045	0	+	2029022	2192739	0	33	186,261,130,435,256,127,174,174,171,54,131,58,101,148,164,67,111,243,114,108,87,47,167,164,228,78,219,218,106,102,133,143,920,	0,13768,17733,24247,32010,39378,41453,43072,45597,55199,57993,58347,61010,62410,66613,68128,68867,71610,73281,81438,82166,86351,88784,95035,100603,104239,108500,146467,166352,166922,170877,176047,177485,
chr9	3824127	4300035	NM_001042413	0	-	3828271	4286425	0	11	4281,183,176,169,145,111,162,1114,208,486,615,	0,5182,31881,55299,74563,108232,112900,293640,301606,461910,475293,
chr9	2021944	2193623	NM_001289396	0	+	2029022	2192739	0	34	173,261,130,435,256,127,174,174,171,54,131,58,101,148,164,67,111,243,114,108,87,47,167,164,228,78,219,218,54,106,102,133,143,920,	0,7042,11007,17521,25284,32652,34727,36346,38871,48473,51267,51621,54284,55684,59887,61402,62141,64884,66555,74712,75440,79625,82058,88309,93877,97513,101774,139741,148474,159626,160196,164151,169321,170759,
chr9	2015218	2193623	NM_001289397	0	+	2029022	2192739	0	33	186,261,130,435,256,127,174,174,171,54,131,58,101,148,164,67,111,69,114,108,87,47,167,164,228,78,219,218,106,102,133,143,920,	0,13768,17733,24247,32010,39378,41453,43072,45597,55199,57993,58347,61010,62410,66613,68128,68867,71610,73281,81438,82166,86351,88784,95035,100603,104239,108500,146467,166352,166922,170877,176047,177485,
chr9	15553096	15971897	NM_173550	0	+	15564086	15971834	0	26	204,152,136,175,191,132,147,93,161,139,103,107,66,201,168,189,505,117,227,183,186,146,55,132,153,291,	0,10879,18525,25750,38267,40942,70168,104028,113064,125659,142136,168670,170582,171677,174770,176511,191174,192416,224501,225869,231410,293603,295794,321433,367171,418510,
chr9	14611068	14693480	NM_178566	0	-	14618963	14674338	0	10	8028,44,117,139,112,99,199,130,49,254,	0,8568,28825,47678,51144,61759,63116,68962,79266,82158,
chr9	18474078	18910947	NM_001040272	0	+	18474230	18908546	0	29	215,128,46,237,127,75,158,112,139,51,205,148,85,302,130,211,180,154,1126,128,129,180,135,213,181,208,110,221,2508,	0,30748,59166,99949,148162,161862,165173,183558,187854,201776,206231,207731,210635,232666,247455,279217,296521,301662,302700,321316,343028,352203,355762,413750,415487,418308,431701,432611,434361,
chr9	20658307	20995954	NM_017794	0	+	20715352	20995628	0	46	151,136,45,89,75,155,105,102,205,207,88,203,258,105,102,131,127,135,51,84,127,186,122,93,89,45,109,117,239,90,148,120,123,78,72,103,81,129,116,261,90,178,98,252,76,400,	0,382,36211,57013,59485,62071,81927,99781,106560,111723,120372,123418,131042,161487,162015,162632,164680,204269,207617,208620,216372,223562,226800,248841,254557,258584,265351,267992,271049,274705,286318,288392,289962,290542,291295,292687,294676,318111,320030,323117,324048,327979,330023,331814,334944,337247,
chr9	27948083	29212998	NM_001258282	0	-	27948848	27950669	0	7	2621,159,33,86,81,97,79,	0,347122,424750,527854,722114,999732,1264836,
chr9	32455299	32526322	NM_014314	0	-	32457119	32526164	0	18	2117,144,152,171,91,149,136,158,105,163,259,154,108,120,148,182,135,264,	0,4069,10988,12460,17673,21681,24917,26038,29873,32169,32643,33432,34042,35999,37089,38459,45503,70759,
chr9	27948083	28719303	NM_152570	0	-	27948848	27950669	0	7	2621,51,159,33,86,81,205,	0,64269,347122,424750,527854,722114,771015,
chr9	73149965	73483974	NM_206947	0	-	73150868	73477826	0	25	2356,133,200,151,175,252,129,141,168,229,290,141,51,135,101,73,124,175,75,172,125,214,205,80,73,	0,14492,17794,18110,55981,63369,68292,75559,80858,83817,85026,90141,100161,104010,105510,146456,226551,249055,276120,292797,307953,311328,327858,329382,333936,
chr9	73149965	73483974	NM_206946	0	-	73150868	73477826	0	26	2356,133,200,151,175,252,129,141,168,229,290,30,141,51,135,101,73,124,175,75,172,125,214,205,80,73,	0,14492,17794,18110,55981,63369,68292,75559,80858,83817,85026,86194,90141,100161,104010,105510,146456,226551,249055,276120,292797,307953,311328,327858,329382,333936,
chr9	73398777	73483974	NM_206948	0	-	73399016	73477826	0	7	418,172,125,214,205,80,73,	0,43985,59141,62516,79046,80570,85124,
chr9	73149965	73483974	NM_024971	0	-	73150868	73477826	0	26	2356,133,200,151,175,252,129,141,168,229,290,30,141,36,51,135,101,73,124,175,172,125,214,205,80,73,	0,14492,17794,18110,55981,63369,68292,75559,80858,83817,85026,86194,90141,90432,100161,104010,105510,146456,226551,249055,292797,307953,311328,327858,329382,333936,
chr9	73149965	73483974	NM_206945	0	-	73150868	73477826	0	25	2356,133,200,151,175,252,129,141,168,229,290,141,36,51,135,101,73,124,175,172,125,214,205,80,73,	0,14492,17794,18110,55981,63369,68292,75559,80858,83817,85026,90141,90432,100161,104010,105510,146456,226551,249055,292797,307953,311328,327858,329382,333936,
chr9	69204537	69262593	NM_001085457	0	-	69204962	69262487	0	15	532,130,66,69,52,57,45,87,47,38,60,92,97,87,260,	0,919,2196,2365,13972,25074,31024,33692,35475,41403,42984,51066,52255,54684,57796,
chr9	72324437	72374876	NM_001099666	0	-	72333257	72374854	0	8	9047,35,305,214,105,67,170,108,	0,9128,13804,22617,24628,32270,41259,50331,
chr9	73149965	73483974	NM_020952	0	-	73150868	73477826	0	25	2356,133,200,151,175,252,129,141,168,229,290,30,141,51,135,101,73,124,175,172,125,214,205,80,73,	0,14492,17794,18110,55981,63369,68292,75559,80858,83817,85026,86194,90141,100161,104010,105510,146456,226551,249055,292797,307953,311328,327858,329382,333936,
chr9	73398777	73483974	NM_001007470	0	-	73399016	73477826	0	8	418,75,172,125,214,205,80,73,	0,27308,43985,59141,62516,79046,80570,85124,
chr9	73149965	73483974	NM_206944	0	-	73150868	73477826	0	24	2356,133,200,151,175,252,129,141,168,229,290,141,51,135,101,73,124,175,172,125,214,205,80,73,	0,14492,17794,18110,55981,63369,68292,75559,80858,83817,85026,90141,100161,104010,105510,146456,226551,249055,292797,307953,311328,327858,329382,333936,
chr9	73149965	73736514	NM_001007471	0	-	73150868	73736270	0	25	2356,133,200,151,175,252,129,141,168,229,290,30,141,51,135,101,73,124,175,172,125,214,205,80,421,	0,14492,17794,18110,55981,63369,68292,75559,80858,83817,85026,86194,90141,100161,104010,105510,146456,226551,249055,292797,307953,311328,327858,329382,586128,
chr9	78505559	78977255	NM_001190482	0	+	78506097	78973838	0	37	730,105,114,144,77,89,173,213,101,104,118,189,137,144,103,194,85,98,130,116,103,137,207,69,43,137,201,84,196,218,237,231,178,218,101,187,3827,	0,41735,95488,133094,136317,177311,181082,205246,216607,243465,266401,268339,279060,284342,288952,290754,294029,297934,298450,298987,336859,342816,348315,349972,401589,404631,406021,418001,420012,430778,432408,437365,441789,447586,460184,463389,467869,
chr9	78505559	78810805	NM_006200	0	+	78506097	78808268	0	21	730,105,114,144,77,89,173,213,101,104,118,189,137,144,103,194,85,98,130,116,2653,	0,41735,95488,133094,136317,177311,181082,205246,216607,243465,266401,268339,279060,284342,288952,290754,294029,297934,298450,298987,302593,
